     1     1
    ECMG    13     4     1     0     0
     1 BACKWARD OMEGA   
    13     4    28    18   78.906   11.888   350.0
    10 PRESSURE THETA    AIR_TEMP RAINFALL MIXDEPTH RELHUMID SPCHUMID H2OMIXRA TERR_MSL SUN_FLUX
     1     1    13     4    28    18     0     0     0.0   78.906   11.888    350.0    943.9    269.6    265.2      0.0    632.8     86.6      1.9      1.9    183.8    219.8
     1     1    13     4    28    17     0     0    -1.0   79.019   12.365    390.5    932.6    269.5    264.2      0.0    574.8     90.2      1.9      1.9    233.4    270.6
     1     1    13     4    28    16     0     0    -2.0   79.118   12.881    430.1    925.1    269.5    263.5      0.0    552.5     93.1      1.9      1.9    251.8    320.7
     1     1    13     4    28    15     0     0    -3.0   79.206   13.450    466.0    920.4    269.5    263.2      0.0    538.2     94.9      1.9      1.9    263.6    366.2
     1     1    13     4    28    14     0     0    -4.0   79.282   14.063    498.9    916.3    269.6    262.9      0.0    552.2     96.3      1.9      1.9    272.9    404.6
     1     1    13     4    28    13     0     0    -5.0   79.348   14.720    526.8    911.6    269.8    262.7      0.0    577.4     97.2      1.9      1.9    285.1    433.7
     1     1    13     4    28    12     0     0    -6.0   79.404   15.422    548.1    909.8    269.9    262.7      0.0    621.5     98.5      1.9      1.9    282.3    452.0
     1     1    13     4    28    11     0     0    -7.0   79.454   16.156    559.2    908.2    269.9    262.5      0.0    578.5     98.6      1.9      1.9    277.2    458.5
     1     1    13     4    28    10     0     0    -8.0   79.498   16.918    554.7    902.5    270.1    262.2      0.1    544.1     97.8      1.8      1.8    329.6    453.1
     1     1    13     4    28     9     0     0    -9.0   79.537   17.711    535.3    906.5    270.0    262.5      0.1    499.3     97.9      1.9      1.9    324.5    436.1
     1     1    13     4    28     8     0     0   -10.0   79.572   18.532    499.4    914.5    269.9    263.1      0.1    458.8     98.8      1.9      1.9    296.1    408.8
     1     1    13     4    28     7     0     0   -11.0   79.608   19.371    452.4    925.0    270.0    264.1      0.1    438.3     99.1      2.1      2.1    253.9    372.7
     1     1    13     4    28     6     0     0   -12.0   79.639   20.250    402.1    936.2    270.1    265.0      0.1    450.8     99.6      2.2      2.2    210.4    330.3
     1     1    13     4    28     5     0     0   -13.0   79.659   21.160    357.0    944.8    270.1    265.7      0.1    501.2     99.4      2.3      2.3    191.0    284.2
     1     1    13     4    28     4     0     0   -14.0   79.664   22.061    320.8    952.2    270.1    266.3      0.1    522.0     99.1      2.4      2.4    162.2    236.7
     1     1    13     4    28     3     0     0   -15.0   79.653   22.927    290.6    957.1    270.1    266.8      0.1    479.1     99.3      2.5      2.5    147.4    190.5
     1     1    13     4    28     2     0     0   -16.0   79.625   23.754    262.3    961.4    270.3    267.2      0.1    433.2     99.5      2.5      2.6    139.1    148.2
     1     1    13     4    28     1     0     0   -17.0   79.575   24.550    233.3    967.2    270.4    267.8      0.1    393.7     99.7      2.6      2.7    123.5    112.1
     1     1    13     4    28     0     0     0   -18.0   79.501   25.326    204.0    974.2    270.4    268.4      0.1    385.3     99.9      2.8      2.8     95.2     84.4
     1     1    13     4    27    23     0     0   -19.0   79.413   26.099    177.5    981.4    270.3    268.8      0.0    430.4     98.5      2.8      2.8     60.1     66.8
     1     1    13     4    27    22     0     0   -20.0   79.321   26.869    154.3    986.6    270.2    269.2      0.0    402.4     97.5      2.8      2.8     42.0     60.8
     1     1    13     4    27    21     0     0   -21.0   79.227   27.631    133.7    990.9    270.3    269.5      0.0    387.9     97.1      2.9      2.9     30.1     67.0
     1     1    13     4    27    20     0     0   -22.0   79.128   28.394    115.2    994.5    270.4    270.0      0.0    383.5     97.3      2.9      3.0     18.1     85.2
     1     1    13     4    27    19     0     0   -23.0   79.024   29.166     99.4    997.3    270.5    270.3      0.0    387.9     98.0      3.0      3.0      6.1    114.4
     1     1    13     4    27    18     0     0   -24.0   78.908   29.943     86.0    998.7    270.5    270.4      0.0    396.7     99.0      3.1      3.1      6.7    153.0
     1     1    13     4    27    17     0     0   -25.0   78.771   30.713     76.5   1000.6    270.5    270.5      0.0    416.0     98.3      3.1      3.1      5.6    198.8
     1     1    13     4    27    16     0     0   -26.0   78.609   31.470     72.2   1001.0    270.5    270.6      0.0    419.8     97.9      3.1      3.1      2.0    249.4
     1     1    13     4    27    15     0     0   -27.0   78.424   32.222     72.5   1000.8    270.6    270.6      0.2    422.4     97.4      3.1      3.1     -1.2    302.0
     1     1    13     4    27    14     0     0   -28.0   78.220   32.979     74.9   1001.1    270.6    270.7      0.2    432.5     96.8      3.1      3.1     -6.4    353.6
     1     1    13     4    27    13     0     0   -29.0   78.001   33.741     77.7   1000.5    270.5    270.5      0.2    433.3     95.9      3.0      3.0     -5.1    401.1
     1     1    13     4    27    12     0     0   -30.0   77.765   34.494     80.3    999.7    270.3    270.3      0.2    439.1     94.9      2.9      3.0     -1.7    441.3
     1     1    13     4    27    11     0     0   -31.0   77.523   35.211     81.8    999.4    270.3    270.2      0.1    426.5     94.0      2.9      2.9     -1.9    471.5
     1     1    13     4    27    10     0     0   -32.0   77.279   35.898     82.4    999.0    270.3    270.3      0.1    429.0     93.9      2.9      2.9      0.5    489.2
     1     1    13     4    27     9     0     0   -33.0   77.032   36.576     82.6    998.8    270.4    270.3      0.1    437.9     94.2      2.9      2.9      2.8    492.5
     1     1    13     4    27     8     0     0   -34.0   76.782   37.258     83.3    998.6    270.4    270.2      0.1    445.5     94.5      2.9      2.9      1.3    480.8
     1     1    13     4    27     7     0     0   -35.0   76.532   37.951     84.5    998.8    270.3    270.2      0.0    439.9     95.1      2.9      2.9     -1.9    454.1
     1     1    13     4    27     6     0     0   -36.0   76.285   38.656     85.6    998.1    270.1    270.0      0.0    430.1     96.2      2.9      2.9      3.3    413.6
     1     1    13     4    27     5     0     0   -37.0   76.040   39.360     86.4    998.1    270.2    270.0      0.0    433.5     95.7      2.9      2.9      1.5    361.3
     1     1    13     4    27     4     0     0   -38.0   75.797   40.049     85.9    998.9    270.3    270.2      0.0    430.0     95.2      2.9      2.9     -3.6    300.2
     1     1    13     4    27     3     0     0   -39.0   75.558   40.725     84.5    998.6    270.4    270.3      0.0    425.4     95.4      3.0      3.0      1.7    233.9
     1     1    13     4    27     2     0     0   -40.0   75.321   41.397     83.2    998.9    270.5    270.4      0.0    429.4     95.8      3.0      3.0      2.5    166.5
     1     1    13     4    27     1     0     0   -41.0   75.087   42.070     82.6    999.8    270.5    270.5      0.0    445.9     96.1      3.0      3.0     -3.0    102.3
     1     1    13     4    27     0     0     0   -42.0   74.854   42.740     82.8    999.6    270.5    270.5      0.0    443.6     96.0      3.0      3.0     -1.3     45.5
     1     1    13     4    26    23     0     0   -43.0   74.619   43.417     83.3    999.8    270.6    270.6      0.0    438.5     94.8      3.0      3.0     -2.1      0.0
     1     1    13     4    26    22     0     0   -44.0   74.383   44.116     83.6    999.7    270.7    270.6      0.0    435.0     94.3      3.0      3.0      3.6      0.0
     1     1    13     4    26    21     0     0   -45.0   74.146   44.841     83.7    999.6    270.6    270.6      0.0    439.9     94.1      3.0      3.0      9.2      0.0
     1     1    13     4    26    20     0     0   -46.0   73.910   45.597     84.0   1000.1    270.5    270.5      0.0    433.1     93.3      2.9      3.0      3.7      0.0
     1     1    13     4    26    19     0     0   -47.0   73.679   46.375     84.8   1000.9    270.5    270.5      0.0    432.6     92.2      2.9      2.9     -1.1      0.0
     1     1    13     4    26    18     0     0   -48.0   73.456   47.166     85.4   1001.2    270.3    270.4      0.0    445.3     91.5      2.8      2.9     -0.3     19.8
     1     1    13     4    26    17     0     0   -49.0   73.233   47.957     83.7   1001.9    269.9    270.0      0.0    441.0     91.0      2.8      2.8     -7.2     74.4
     1     1    13     4    26    16     0     0   -50.0   73.003   48.751     79.4   1003.4    269.4    269.6      0.0    436.6     90.3      2.7      2.7     -4.6    141.1
     1     1    13     4    26    15     0     0   -51.0   72.771   49.566     76.9   1003.9    268.8    269.1      0.0    407.4     88.8      2.5      2.5     -1.2    216.0
     1     1    13     4    26    14     0     0   -52.0   72.544   50.416     84.5   1001.8    268.3    268.4      0.0    391.1     87.6      2.4      2.4      8.7    294.4
     1     1    13     4    26    13     0     0   -53.0   72.331   51.307    112.8    995.4    267.9    267.6      0.0    382.6     87.4      2.2      2.2     35.9    371.4
     1     1    13     4    26    12     0     0   -54.0   72.143   52.223    163.3    982.7    267.8    266.4      0.0    382.8     91.5      2.2      2.2     87.2    442.1
     1     1    13     4    26    11     0     0   -55.0   71.995   53.141    215.6    970.6    267.3    265.0      0.0    376.2     94.5      2.0      2.0    135.0    501.6
