     1     1
    ECMG    13     4     1     0     0
     1 BACKWARD OMEGA   
    13     4    28    12   78.906   11.888   350.0
    10 PRESSURE THETA    AIR_TEMP RAINFALL MIXDEPTH RELHUMID SPCHUMID H2OMIXRA TERR_MSL SUN_FLUX
     1     1    13     4    28    12     0     0     0.0   78.906   11.888    350.0    945.2    269.1    264.8      0.0    754.9     86.6      1.9      1.9    182.3    463.7
     1     1    13     4    28    11     0     0    -1.0   78.999   12.385    392.8    933.5    269.0    263.7      0.0    669.5     91.7      1.9      1.9    236.3    466.5
     1     1    13     4    28    10     0     0    -2.0   79.083   12.870    436.7    925.4    268.8    262.9      0.0    594.8     94.8      1.8      1.8    256.5    456.6
     1     1    13     4    28     9     0     0    -3.0   79.160   13.381    476.6    919.2    268.7    262.3      0.0    534.5     96.2      1.8      1.8    270.1    434.6
     1     1    13     4    28     8     0     0    -4.0   79.231   13.931    510.0    914.1    268.8    261.9      0.0    471.7     96.7      1.7      1.7    281.6    402.2
     1     1    13     4    28     7     0     0    -5.0   79.297   14.529    532.7    909.9    268.9    261.7      0.0    395.5     96.9      1.7      1.7    290.8    361.6
     1     1    13     4    28     6     0     0    -6.0   79.362   15.173    539.5    908.9    269.0    261.7      0.0    325.8     97.5      1.7      1.7    290.9    315.3
     1     1    13     4    28     5     0     0    -7.0   79.423   15.826    529.7    912.2    269.0    262.0      0.0    315.6     98.8      1.8      1.8    281.1    266.2
     1     1    13     4    28     4     0     0    -8.0   79.476   16.469    508.0    912.5    269.0    262.1      0.0    295.6     99.3      1.8      1.8    303.2    217.3
     1     1    13     4    28     3     0     0    -9.0   79.516   17.111    480.8    911.4    269.3    262.2      0.0    265.8     99.5      1.8      1.8    339.4    171.5
     1     1    13     4    28     2     0     0   -10.0   79.546   17.737    452.2    915.8    269.4    262.7      0.0    254.0     99.4      1.9      1.9    328.7    131.4
     1     1    13     4    28     1     0     0   -11.0   79.574   18.324    423.5    921.7    269.5    263.3      0.0    250.5     99.3      2.0      2.0    306.3     99.4
     1     1    13     4    28     0     0     0   -12.0   79.604   18.861    395.7    928.5    269.6    264.0      0.1    246.1     99.3      2.1      2.1    277.0     77.7
     1     1    13     4    27    23     0     0   -13.0   79.637   19.351    366.6    935.2    269.6    264.5      0.0    266.0     99.2      2.1      2.1    250.6     67.7
     1     1    13     4    27    22     0     0   -14.0   79.676   19.796    335.2    942.6    269.5    265.0      0.1    285.0     99.0      2.2      2.2    217.4     70.1
